uuid,country,source,source_school_id,school_name,latitude,longitude,dq_score,student_count,computer_availability,school_type,school_region,internet_availability,internet_speed_Mbps,region,region_code,state,state_code,city,city_code,internet_availability_prediction
58827fc4-9b0d-38e0-a834-23a0213d4ee9,Brazil,government,41120787,LAGEADINHO E R M DE EF,-24.9018,-49.2174,1.0,0,,Municipal,Rural,,,Sul,4,Paraná,BR41,Cerro Azul,BR4105201,Yes
1a427087-157f-32c0-af11-11c17d2ce875,Brazil,government,41124448,IVANY COSTACURTA BORATO E M C EF,-25.1164,-48.9365,1.0,0,,Municipal,Rural,,,Sul,4,Paraná,BR41,Bocaiúva do Sul,BR4103107,No
34f2d8cd-3332-3728-b40e-1ce9dbd1b514,Brazil,government,41000021,AGOSTINHO STEFANELLO E E EF,-23.1327,-52.3172,1.0,600,Yes,Estadual,Urban,Yes,5.0,Sul,4,Paraná,BR41,Alto Paraná,BR4100608,Yes
9abbc0ca-ad1f-38da-b16e-ee87112815a0,Brazil,government,41000030,ALVINO MENDONCA C M E I VER,-23.1317,-52.332,0.94,210,No,Municipal,Urban,Yes,5.0,Sul,4,Paraná,BR41,Alto Paraná,BR4100608,Yes
97d2cccf-a52f-3df9-9076-1410194aad22,Brazil,government,41000048,ANA NERY C M E I,-23.1342,-52.3204,1.0,179,No,Municipal,Urban,Yes,5.0,Sul,4,Paraná,BR41,Alto Paraná,BR4100608,Yes
d1e83ea0-42d5-3562-b102-d48647c6d3d1,Brazil,government,41000064,CHAPEUZINHO VERMELHO E M EI EF,-23.1265,-52.3163,1.0,235,No,Municipal,Urban,Yes,5.0,Sul,4,Paraná,BR41,Alto Paraná,BR4100608,Yes
3009a167-0b7e-37cf-a86f-684246eb7b73,Brazil,government,41000072,CRISTIANO BARBON E M C EF,-22.9734,-52.3093,1.0,78,No,Municipal,Urban,Yes,5.0,Sul,4,Paraná,BR41,Alto Paraná,BR4100608,Yes
ce00c841-964e-3a21-852e-3f03f858ea7f,Brazil,government,41000099,JOAO HONORIO LUIZ E M EI EF,-23.1303,-52.2959,1.0,169,No,Municipal,Urban,Yes,5.0,Sul,4,Paraná,BR41,Alto Paraná,BR4100608,Yes
26dac89e-e50f-32df-a86b-8b4decd40e68,Brazil,government,41000102,JULIA WANDERLEY E M EI EF,-23.13,-52.3227,0.89,261,Yes,Municipal,Urban,Yes,5.0,Sul,4,Paraná,BR41,Alto Paraná,BR4100608,Yes
a1bead39-f716-3fa1-afa1-eb2b1aea7ef2,Brazil,government,41000129,MARISTELA E E EF,-23.1301,-52.296,0.94,123,Yes,Estadual,Urban,Yes,5.0,Sul,4,Paraná,BR41,Alto Paraná,BR4100608,Yes
6849faa1-06af-3209-a02c-b8ba95ef1125,Brazil,government,41000153,RAINHA DA PAZ C E EM,-23.133,-52.318,0.89,416,Yes,Estadual,Urban,Yes,5.0,Sul,4,Paraná,BR41,Alto Paraná,BR4100608,Yes
e1dd61ef-5348-3076-b1c4-5a421f78e1fa,Brazil,government,41000170,SANTA MARIA E E C EF,-22.9734,-52.3092,1.0,24,No,Estadual,Urban,Yes,5.0,Sul,4,Paraná,BR41,Alto Paraná,BR4100608,Yes
e43f3f10-c288-3961-a12e-802386ae80d6,Brazil,government,41000200,ALTO PARANA E M EI EF,-23.1328,-52.3146,1.0,328,Yes,Municipal,Urban,Yes,5.0,Sul,4,Paraná,BR41,Alto Paraná,BR4100608,Yes
5fa919f3-f490-37bf-a478-e562a7fd5660,Brazil,government,41000226,CECILIA MEIRELES E M EF,-23.0923,-52.7872,1.0,282,No,Municipal,Urban,Yes,5.0,Sul,4,Paraná,BR41,Amaporã,BR4100905,Yes
4e6662ad-c716-345f-a379-48a5c8aca9a0,Brazil,government,41000250,MENINO JESUS E M EI EF,-23.0979,-52.7857,1.0,180,No,Municipal,Urban,Yes,5.0,Sul,4,Paraná,BR41,Amaporã,BR4100905,Yes
9fe966f6-c29c-3fea-a1e5-b8ee1dcbe60d,Brazil,government,41000269,OLAVO BILAC C E EF M,-23.0975,-52.7847,1.0,560,Yes,Estadual,Urban,Yes,5.0,Sul,4,Paraná,BR41,Amaporã,BR4100905,Yes
870b554d-9405-313a-9edd-d80e2d5d8be9,Brazil,government,41000358,CHAPEUZINHO VERMELHO C M E I,-22.9617,-52.163,0.94,92,No,Municipal,Urban,Yes,5.0,Sul,4,Paraná,BR41,Cruzeiro do Sul,BR4106704,Yes
f82c7f8f-b182-3dfd-9b9c-69e02228ad83,Brazil,government,41000382,EURIDES C TENORIO E E EF,-22.96,-52.1643,0.89,282,Yes,Estadual,Urban,Yes,5.0,Sul,4,Paraná,BR41,Cruzeiro do Sul,BR4106704,Yes
e176d3e8-596d-3d54-a7f2-ad6ccadad209,Brazil,government,41000404,FLAVIO SARRAO E M PROF EI EF,-22.9603,-52.1656,1.0,448,No,Municipal,Urban,Yes,5.0,Sul,4,Paraná,BR41,Cruzeiro do Sul,BR4106704,Yes
a27b1087-0787-35b1-ae91-9766f139f793,Brazil,government,41000480,ROMARIO MARTINS C E DR EM,-22.9592,-52.1651,1.0,154,Yes,Estadual,Urban,Yes,5.0,Sul,4,Paraná,BR41,Cruzeiro do Sul,BR4106704,Yes
1d886f1a-dbc3-3aac-afc2-07f7c5b5c29b,Brazil,government,41000510,ANTONIO FRANCISCO DE SOUZA E M EF,-22.6588,-52.8578,1.0,307,No,Municipal,Urban,Yes,5.0,Sul,4,Paraná,BR41,Diamante do Norte,BR4107108,Yes
296a4fe8-6fd4-3ba1-b55c-2b9a8444790c,Brazil,government,41000625,REYNALDO MASSI C E E F M,-22.6562,-52.8603,1.0,616,Yes,Estadual,Urban,Yes,5.0,Sul,4,Paraná,BR41,Diamante do Norte,BR4107108,Yes
cdb9f988-b2dd-3428-953f-e8581e97c93b,Brazil,government,41000641,JOAO TRIZZI C M E I,-22.6602,-52.8613,1.0,108,No,Municipal,Urban,Yes,2.0,Sul,4,Paraná,BR41,Diamante do Norte,BR4107108,Yes
88021847-8a99-32db-9ced-cafa8883cf0e,Brazil,government,41000668,ARMANDO JOAO BATELOQUI E M EF,-22.9327,-52.6869,0.67,485,No,Municipal,Urban,Yes,5.0,Sul,4,Paraná,BR41,Guairaçá,BR4108908,Yes
cea540a3-6abf-39ce-89dd-e7ce506d4349,Brazil,government,41000684,CANDIDO B FORTES C E EM,-22.9327,-52.6869,1.0,0,,Estadual,Urban,,,Sul,4,Paraná,BR41,Guairaçá,BR4108908,Yes
5c6b3039-359e-34b4-91f0-208464b956df,Brazil,government,41000757,HUMBERTO A C BRANCO C E EF M,-22.9341,-52.6845,1.0,587,Yes,Estadual,Urban,Yes,5.0,Sul,4,Paraná,BR41,Guairaçá,BR4108908,Yes
7ea2bfd4-218a-3492-818f-f1f9ce0b5c94,Brazil,government,41000803,PINGO DE GENTE PRE ESC M EI,-22.9372,-52.6885,1.0,123,No,Municipal,Urban,Yes,5.0,Sul,4,Paraná,BR41,Guairaçá,BR4108908,Yes
7d579df1-3649-3bff-a233-9b2eaa79777e,Brazil,government,41000862,ANCHIETA E E PE EF,-22.7532,-52.2022,1.0,243,Yes,Estadual,Urban,Yes,5.0,Sul,4,Paraná,BR41,Inajá,BR4110300,Yes
6d85a872-3932-38bb-80dd-9803ff25d6ac,Brazil,government,41000927,RIO BRANCO C E BAR DO EF M,-22.7545,-52.2012,1.0,332,Yes,Estadual,Urban,Yes,5.0,Sul,4,Paraná,BR41,Inajá,BR4110300,Yes
b0e6b045-708d-3b75-ba4b-74b7daa6dbf4,Brazil,government,41000978,MACHADO DE ASSIS E E EF,-22.7291,-52.8817,1.0,194,Yes,Estadual,Urban,Yes,5.0,Sul,4,Paraná,BR41,Itaúna do Sul,BR4111308,Yes
aec7516c-8ecd-3ae3-b0d2-0cdb2b30f44c,Brazil,government,41001001,RUI BARBOSA C E EM,-22.7279,-52.8815,1.0,116,Yes,Estadual,Urban,Yes,5.0,Sul,4,Paraná,BR41,Itaúna do Sul,BR4111308,Yes
3cecf4c2-08f5-383c-a220-a2d6f2ecb491,Brazil,government,41001036,LUIZ T DA SILVA E M EF,-22.5503,-52.0356,1.0,125,No,Municipal,Urban,Yes,5.0,Sul,4,Paraná,BR41,Jardim Olinda,BR4112603,Yes
c752b436-e689-3a5d-a313-0a94eb23cb9c,Brazil,government,41001044,MONTOIA C E PE EF M,-22.55,-52.0362,0.89,133,Yes,Estadual,Urban,Yes,5.0,Sul,4,Paraná,BR41,Jardim Olinda,BR4112603,Yes
9e3a23e1-073d-3af5-b481-3fd2365d366e,Brazil,government,41001060,AFONSO CAMARGO C E PRES EF M PROFIS,-22.9338,-53.1397,1.0,624,Yes,Estadual,Urban,Yes,5.0,Sul,4,Paraná,BR41,Loanda,BR4113502,Yes
aadc800d-ffa1-3169-ba69-9c35006cff9c,Brazil,government,41001150,ZULEIKA AP PETERSON E M PROFA EI EF,-22.9371,-53.1343,1.0,407,No,Municipal,Urban,Yes,5.0,Sul,4,Paraná,BR41,Loanda,BR4113502,Yes
326a3a6e-f29f-3918-9b47-52fe524671aa,Brazil,government,41001168,FLOR DE LOTUS C M E I,-22.9306,-53.1251,1.0,181,No,Municipal,Urban,Yes,5.0,Sul,4,Paraná,BR41,Loanda,BR4113502,Yes
8d36d356-287a-3000-9f77-a28a5b647519,Brazil,government,41001192,GUILHERME DE ALMEIDA C E EF M N,-22.9259,-53.1346,1.0,568,Yes,Estadual,Urban,Yes,5.0,Sul,4,Paraná,BR41,Loanda,BR4113502,Yes
1d9df459-b482-3144-9363-c548022d6ffd,Brazil,government,41001222,LAMARTINE R SOARES C E DR EF M,-22.9234,-53.1283,1.0,185,Yes,Estadual,Urban,Yes,5.0,Sul,4,Paraná,BR41,Loanda,BR4113502,Yes
a5f6c4a4-9878-3c03-aed7-0192a07a09a7,Brazil,government,41001230,MARIA DA GLORIA D AVIZ E M EI EF,-22.9198,-53.1393,1.0,297,No,Municipal,Urban,Yes,5.0,Sul,4,Paraná,BR41,Loanda,BR4113502,Yes
d63312bf-08fc-3a4c-8c10-5abeceafc0c6,Brazil,government,41001257,PARANA C E E F PROFIS,-22.9326,-53.1285,1.0,542,Yes,Estadual,Urban,Yes,5.0,Sul,4,Paraná,BR41,Loanda,BR4113502,Yes
69bd8a35-a201-3446-94c2-71cfa3d6f45b,Brazil,government,41001311,ANJO DA GUARDA C M E I,-22.7366,-53.0397,1.0,223,No,Municipal,Urban,Yes,5.0,Sul,4,Paraná,BR41,Marilena,BR4115002,Yes
