uuid,country,source,source_school_id,school_name,latitude,longitude,dq_score,student_count,computer_availability,school_type,school_region,internet_availability,internet_speed_Mbps,region,region_code,state,state_code,city,city_code,internet_availability_prediction
67a6a58d-40f5-3c86-8c2c-4b698022e5b3,Brazil,government,42069092,EEM VICTOR MEIRELLES,-26.9687,-48.7532,0.67,1004,Yes,Estadual,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Itajaí,BR4208203,Yes
8f84a03b-1c33-3239-afbd-cffe1a312857,Brazil,government,42116368,CMEI DONA BENTA,-26.5152,-49.6483,0.67,77,No,Municipal,Rural,Yes,5.0,Sul,4,Santa Catarina,BR42,Rio Negrinho,BR4215000,Yes
a87c9bd2-7a97-31c3-a347-99b61b231864,Brazil,government,42138787,CMEI ESTRELINHA DO MAR,-26.2906,-48.6121,0.67,86,No,Municipal,Rural,Yes,2.0,Sul,4,Santa Catarina,BR42,São Francisco do Sul,BR4216206,Yes
9331d607-2cf7-3754-850f-b773297a233f,Brazil,government,42179203,CASA DA LIBERDADE,-27.5947,-48.5418,1.0,0,,Municipal,Urban,,,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
aea8b8cd-72e0-3337-9dc8-408ee3a60c82,Brazil,government,42000033,NEIM CRISTO REDENTOR,-27.6002,-48.5436,1.0,93,No,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
2bc2e4c5-0484-3dc4-bdad-aae07810fc9e,Brazil,government,42000220,EEB PROF HENRIQUE STODIECK,-27.5939,-48.5524,1.0,457,No,Estadual,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
8b9254b2-716a-36b8-97b9-ee4b91c05f63,Brazil,government,42000351,IFSC - CAMPUS FLORIANOPOLIS-CENTRO,-27.5939,-48.5428,1.0,2617,Yes,Federal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
14ad5d42-3361-3576-a60d-e672d96935e7,Brazil,government,42000360,NEIM NOSSA SENHORA DE LURDES,-27.578,-48.5282,0.94,177,No,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
97752e54-f58c-33c2-852c-6f477c9dd7a1,Brazil,government,42000378,NEIM PROFESSORA ROSA MARIA PIRES,-27.5838,-48.5395,1.0,39,No,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
b591e377-8fb1-334e-b756-ae85071d6fc9,Brazil,government,42000556,NEIM CANTO DA LAGOA,-27.616,-48.4843,0.94,80,No,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
5ca0efb0-bcb1-3d49-b319-335eb6df565c,Brazil,government,42000564,NEIM SANTO ANTONIO DE PADUA,-27.5735,-48.5117,1.0,88,No,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
80f67235-e395-3850-8c82-c4fa6663a551,Brazil,government,42000580,NUCLEO DE DESENVOLVIMENTO INFANTIL - NDI UFSC,-27.5947,-48.5418,0.67,204,No,Federal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
ddb69e3a-2752-382e-aa78-eea18940081f,Brazil,government,42000653,EBM RETIRO DA LAGOA,-27.6107,-48.4422,1.0,123,Yes,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
729976e9-e077-332a-92c3-67a1f3a95e6f,Brazil,government,42000661,EBM JOAO FRANCISCO GARCEZ,-27.6155,-48.4842,1.0,88,Yes,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
79960979-3aac-3b87-b8e8-3514589c4add,Brazil,government,42000688,COLEGIO DE APLICACAO UFSC,-27.5947,-48.5418,0.67,978,Yes,Federal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
d23702b7-cbd0-36f1-8ade-c6dcd6375063,Brazil,government,42000696,EEB LEONOR DE BARROS,-27.5758,-48.5081,1.0,647,Yes,Estadual,Urban,Yes,2.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
a0daee24-e254-3fa6-a402-618ed01b2134,Brazil,government,42000700,EEB PE ANCHIETA,-27.575,-48.538,0.89,1001,No,Estadual,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
fbab0d92-5b1e-33fa-92e5-02da104cd2a0,Brazil,government,42000718,EEB SIMAO JOSE HESS,-27.5913,-48.5172,1.0,997,Yes,Estadual,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
911e9ad4-37d8-30d3-a159-42230151c466,Brazil,government,42000726,EEB FELICIANO NUNES PIRES,-27.5908,-48.5183,1.0,322,No,Estadual,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
c5ebf096-fe32-3fd6-87f1-fe6591b1ae5c,Brazil,government,42000734,EBM HENRIQUE VERAS,-27.5999,-48.4709,1.0,401,Yes,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
e8cd0a72-f09a-3225-89f6-5e685b9efd76,Brazil,government,42000742,EEB HILDA TEODORO VIEIRA,-27.5845,-48.5252,1.0,311,Yes,Estadual,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
3f7909ab-e67a-345d-9b01-ee96c816762a,Brazil,government,42000750,EBM JOAO ALFREDO ROHR,-27.6005,-48.5056,1.0,368,Yes,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
2cbc800b-efaa-3c64-9d0e-5ede071ddcaa,Brazil,government,42000769,EBM ACACIO GARIBALDI SAO THIAGO,-27.5756,-48.4298,1.0,644,Yes,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
d102552b-b722-3b06-96d2-3ef513b4165b,Brazil,government,42000777,EBM BEATRIZ DE SOUZA BRITO,-27.6103,-48.5222,1.0,550,Yes,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
9f737248-bcd4-3227-a03e-e20ec0a84e42,Brazil,government,42000831,EBM COSTA DA LAGOA,-27.5429,-48.4603,1.0,58,Yes,Municipal,Rural,Yes,2.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
d208c113-66b8-37fe-8456-4a81693b34a2,Brazil,government,42000840,NEIM ORLANDINA CORDEIRO,-27.5559,-48.4982,1.0,285,No,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
466ec4a9-4ccd-3fd4-b8f4-4e478a1357c1,Brazil,government,42000866,NEIM JUDITE FERNANDES DE LIMA,-27.5617,-48.5128,1.0,135,No,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
7c65ae6a-5c06-3261-96fc-42d21dc931f5,Brazil,government,42000874,NEIM RAUL FRANCISCO LISBOA,-27.5082,-48.5191,1.0,135,No,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
34f081c1-b012-369e-b972-e46b2b81df2e,Brazil,government,42000882,NEIM MARIA SALOME DOS SANTOS,-27.4928,-48.5241,1.0,138,No,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
3d2512df-ac4c-3f81-a184-8385a5668807,Brazil,government,42000890,NEIM SAO JOAO BATISTA,-27.4909,-48.4183,1.0,437,No,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
8b0bdf9f-24f1-3a84-ad41-3538bcd8c10a,Brazil,government,42000912,EBM ANTONIO PASCHOAL APOSTOLO,-27.4932,-48.4209,1.0,617,Yes,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
fbf54387-8063-3bb8-82a0-815ac139da5b,Brazil,government,42000920,EBM PAULO FONTES,-27.5077,-48.5177,1.0,300,Yes,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
b75e70e1-9197-3701-86b1-063a02619694,Brazil,government,42000939,EBM JOSE DO VALLE PEREIRA,-27.562,-48.5157,0.94,555,Yes,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
b1d4d0ec-6822-3c54-a8b5-8063031b3fa5,Brazil,government,42000947,EEB INTENDENTE JOSE FERNANDES,-27.4425,-48.4029,1.0,2028,Yes,Estadual,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
62c67b1c-2d26-3a4c-84ca-85f9b21e6361,Brazil,government,42000955,EBM MANCIO COSTA,-27.5097,-48.4893,1.0,445,Yes,Municipal,Rural,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
87ce5fa6-f0b3-3276-8cbf-73101c6b92e4,Brazil,government,42000971,EBM INTENDENTE ARICOMEDES DA SILVA,-27.4257,-48.4259,1.0,693,Yes,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
751507d7-a35b-3a10-a36e-f52a0a922316,Brazil,government,42000998,EBM COSTA DE DENTRO,-27.7849,-48.531,0.94,151,Yes,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
11f16a68-d324-3d72-ad9e-c9bd695264da,Brazil,government,42001005,EBM MARIA TOMAZIA COELHO,-27.4552,-48.3807,1.0,712,Yes,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
795421f0-52dc-319f-acad-4928da791468,Brazil,government,42001021,EBM LUIZ CANDIDO DA LUZ,-27.4488,-48.434,0.94,961,Yes,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
85007866-8778-3eae-862d-15ddf8b48fca,Brazil,government,42001048,EBM ALBERTINA MADALENA DIAS,-27.4645,-48.4491,1.0,853,Yes,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
1cdb57a4-9381-3fee-b0c8-414c2cad22f3,Brazil,government,42001080,EEB DE MUQUEM,-27.4697,-48.4164,1.0,1216,Yes,Estadual,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
b0047693-53f4-3b7e-811a-143a9614e152,Brazil,government,42001102,EBM MARCOLINO JOSE DE LIMA,-27.4849,-48.5193,1.0,113,Yes,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
3c9287cf-3031-32a5-a2c3-cf101bbc9fb6,Brazil,government,42001110,EBM JURERE,-27.4422,-48.4837,1.0,167,No,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
48467635-4696-32af-a199-f090f90c39db,Brazil,government,42001129,EEB PROF LAURA LIMA,-27.5595,-48.4937,1.0,964,Yes,Estadual,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
9f81cfdf-978c-30a4-a4e5-6f14b858b558,Brazil,government,42001137,EBM HERONDINA MEDEIROS ZEFERINO,-27.4356,-48.4099,1.0,2142,Yes,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
37086571-05b6-31e7-b973-75ac379899ff,Brazil,government,42001145,EBM OSMAR CUNHA,-27.4362,-48.4637,1.0,842,Yes,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
90b55888-c35e-30b9-9a58-2af363a9f99a,Brazil,government,42001153,EBM OSVALDO MACHADO,-27.3949,-48.4293,1.0,485,Yes,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
69d26a8e-7460-3cea-b634-5ae7e69037c1,Brazil,government,42001170,NEIM MONSENHOR FREDERICO HOBOLD,-27.6343,-48.5225,1.0,139,No,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
19328ddf-f68d-3e6e-8f6c-d69879458308,Brazil,government,42001188,NEIM CELSO RAMOS,-27.6037,-48.5474,1.0,421,No,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
985899bb-a02d-3213-bdac-64d03c9c8065,Brazil,government,42001200,NEIM BEM-TE-VI,-27.5918,-48.5511,1.0,110,No,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
ddc6e314-26f5-3aef-b6a4-bd41ca50b2ba,Brazil,government,42001234,NEIM ZILDA ARNS NEUMANN,-27.6686,-48.5287,1.0,248,No,Municipal,Urban,Yes,5.0,Sul,4,Santa Catarina,BR42,Florianópolis,BR4205407,Yes
